Time,Time Code,Country Name,Country Code,GDP growth (annual %) [NY.GDP.MKTP.KD.ZG],"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",Real interest rate (%) [FR.INR.RINR],Real effective exchange rate index (2010 = 100) [PX.REX.REER]
2004,YR2004,Afghanistan,AFG,1.41411799339429,..,..,..
2004,YR2004,Albania,ALB,5.51466791097914,2.28001916938101,8.34605448112112,..
2004,YR2004,Algeria,DZA,4.50000000000001,3.96180030257187,-3.0925185378105,103.445821642331
2004,YR2004,American Samoa,ASM,0.409836065573771,..,..,..
2004,YR2004,Andorra,AND,8.13567633837351,..,..,..
2004,YR2004,Angola,AGO,10.9500000059465,43.5421067519687,36.6376310182372,..
2004,YR2004,Antigua and Barbuda,ATG,5.76673543217628,2.03007757853236,9.39382906753031,110.938958593693
2004,YR2004,Argentina,ARG,9.02957330068152,..,..,..
2004,YR2004,Armenia,ARM,10.4999999988202,6.96126135875795,11.6248159998918,71.6490634096389
2004,YR2004,Aruba,ABW,7.29372807096192,2.52912946932762,6.60450953637949,..
2004,YR2004,Australia,AUS,4.22428481359962,2.34325522482583,3.69816487828225,85.4231857661467
2004,YR2004,Austria,AUT,2.56525509257357,2.06120618032862,..,103.921018083539
2004,YR2004,Azerbaijan,AZE,9.25380179728907,6.70893042797784,5.92029158128701,..
2004,YR2004,"Bahamas, The",BHS,0.882373744518318,0.981914036757662,4.74826080657444,105.976260293553
2004,YR2004,Bahrain,BHR,6.9809605942982,2.35294117647062,-2.78109322103354,114.92830072624
2004,YR2004,Bangladesh,BGD,5.23953291029852,7.5875363850469,5.58235561080853,..
2004,YR2004,Barbados,BRB,1.41159863545504,1.39442231075691,2.3672239721877,..
2004,YR2004,Belarus,BLR,11.4497430572271,18.1082424937646,-4.70086277728255,..
2004,YR2004,Belgium,BEL,3.57120680780272,2.09728311239314,..,101.309433889133
2004,YR2004,Belize,BLZ,4.78084048802529,6.39443099742399,11.5524925720894,108.410651327419
2004,YR2004,Benin,BEN,4.42968455385082,0.873890830868488,..,..
2004,YR2004,Bermuda,BMU,2.32126722323136,..,..,..
2004,YR2004,Bhutan,BTN,5.15725725627645,4.10593698272959,10.2103870373679,..
2004,YR2004,Bolivia,BOL,4.17329558916248,4.43738080101725,6.02233191168513,92.1416557467195
2004,YR2004,Bosnia and Herzegovina,BIH,6.32526616861466,..,7.94786451701257,..
2004,YR2004,Botswana,BWA,2.70582170611173,6.94570363654675,5.15195653567252,..
2004,YR2004,Brazil,BRA,5.75996463670954,6.59718509985963,43.7791527165785,60.4465403195351
2004,YR2004,British Virgin Islands,VGB,..,..,..,..
2004,YR2004,Brunei Darussalam,BRN,0.104538440167488,0.814223994682613,-9.47465937231825,..
2004,YR2004,Bulgaria,BGR,6.51042517431171,6.14713074246273,3.11585389047119,82.7663306805398
2004,YR2004,Burkina Faso,BFA,4.47845213670386,-0.400228702115452,..,..
2004,YR2004,Burundi,BDI,4.83365776809453,8.17642937482053,4.51452118694419,81.3399612385219
2004,YR2004,Cabo Verde,CPV,10.197072633926,-1.8908217230618,..,..
2004,YR2004,Cambodia,KHM,9.45769481103929,4.31933677434786,..,..
2004,YR2004,Cameroon,CMR,7.04886281858374,0.233647380067584,..,102.895421423475
2004,YR2004,Canada,CAN,3.09236383456562,1.85725871857256,0.715785247409594,85.4427213597928
2004,YR2004,Cayman Islands,CYM,..,..,..,..
2004,YR2004,Central African Republic,CAF,5.99488422798696,-2.06640601136303,..,94.2183024521938
2004,YR2004,Chad,TCD,33.6293718524659,-5.35540028884816,..,..
2004,YR2004,Channel Islands,CHI,..,..,..,..
2004,YR2004,Chile,CHL,6.67425416745972,1.05473871403513,-1.77319533230522,91.0405492196037
2004,YR2004,China,CHN,10.1136213776263,3.82463743108159,-1.28281170502224,85.8512933847799
2004,YR2004,Colombia,COL,5.33302206759905,5.90402005546502,7.27050966250741,75.2181082304527
2004,YR2004,Comoros,COM,1.91965980712278,4.47499289078105,7.36218094566545,..
2004,YR2004,"Congo, Dem. Rep.",COD,6.73837393324294,3.99438400815971,..,87.0009433564721
2004,YR2004,"Congo, Rep.",COG,3.47663162118089,2.42976607961799,..,..
2004,YR2004,Costa Rica,CRI,4.42459959654504,12.3148150178852,8.8885532110002,84.813237753242
2004,YR2004,Cote d'Ivoire,CIV,3.18503822575397,1.45798835600739,..,100.923494953626
2004,YR2004,Croatia,HRV,4.17048487309191,2.05539679050328,7.83707242594841,95.6886905521035
2004,YR2004,Cuba,CUB,5.77053807021559,..,..,..
2004,YR2004,Curacao,CUW,0.208461073109362,1.37912138094799,..,..
2004,YR2004,Cyprus,CYP,5.02634392575987,2.28621706801675,..,103.019823523396
2004,YR2004,Czechia,CZE,4.73633970443348,2.76010781671157,1.89356536628881,78.7946970179367
2004,YR2004,Denmark,DNK,2.77635184668432,1.15435693124932,..,101.402409585616
2004,YR2004,Djibouti,DJI,..,3.12226204699354,..,..
2004,YR2004,Dominica,DMA,3.0506902946631,2.39410982050298,4.96130154067544,112.811519030018
2004,YR2004,Dominican Republic,DOM,2.57013427930197,51.4608598338065,-8.63525201427491,79.9641935860762
2004,YR2004,Ecuador,ECU,6.83239736646514,2.74323198926704,..,..
2004,YR2004,"Egypt, Arab Rep.",EGY,4.0920716112534,11.270619332052,1.52690342883876,..
2004,YR2004,El Salvador,SLV,0.889404485692197,4.45194392395045,..,..
2004,YR2004,Equatorial Guinea,GNQ,37.9987268556423,4.21968787094834,..,87.9375312973931
2004,YR2004,Eritrea,ERI,1.45173556595506,..,..,..
2004,YR2004,Estonia,EST,6.80069516042603,3.04811107523416,..,..
2004,YR2004,Eswatini,SWZ,3.62391422596615,3.44533507316614,7.14382094908592,..
2004,YR2004,Ethiopia,ETH,13.5726031368695,3.32737047894847,2.97237710176469,..
2004,YR2004,Faroe Islands,FRO,..,..,..,..
2004,YR2004,Fiji,FJI,5.29999970460935,2.827485193912,4.86842645405651,117.409127339645
2004,YR2004,Finland,FIN,4.00537948777921,0.187120559084418,..,107.017725756081
2004,YR2004,France,FRA,2.86825057188587,2.14208964640241,..,105.542636874808
2004,YR2004,French Polynesia,PYF,0.971259129987516,..,..,..
2004,YR2004,Gabon,GAB,0.689543058464849,0.40820530743925,..,100.89714373522
2004,YR2004,"Gambia, The",GMB,7.05000000064635,14.2067432845569,-29.7080592355656,93.817363296139
2004,YR2004,Georgia,GEO,5.79268292682926,5.65632636191132,12.5915017351008,83.366128260004
2004,YR2004,Germany,DEU,1.16236826742538,1.66573696655992,..,107.652764943119
2004,YR2004,Ghana,GHA,5.59999999077445,18.0427388232565,..,94.1755115794912
2004,YR2004,Gibraltar,GIB,..,..,..,..
2004,YR2004,Greece,GRC,5.37786629728755,2.8988481075817,..,96.2959474798879
2004,YR2004,Greenland,GRL,6.90658283676629,..,..,..
2004,YR2004,Grenada,GRD,-0.647450316084857,2.3129167822611,7.99137765738596,102.275259809278
2004,YR2004,Guam,GUM,6.49378949662236,..,..,..
2004,YR2004,Guatemala,GTM,3.13791683609193,7.57862247309731,7.34454924202275,..
2004,YR2004,Guinea,GIN,2.34011731288737,..,..,..
2004,YR2004,Guinea-Bissau,GNB,1.17189152277038,0.883302696930943,..,..
2004,YR2004,Guyana,GUY,1.56335211034042,4.66846622369882,7.27362353382847,88.1478476355231
2004,YR2004,Haiti,HTI,-1.3178567596495,21.0318339277222,4.94294278231208,..
2004,YR2004,Honduras,HND,6.23230296069102,8.1137909709338,12.6107713947498,..
2004,YR2004,"Hong Kong SAR, China",HKG,8.70002142729743,-0.274725274725253,8.93239063221918,116.102698869754
2004,YR2004,Hungary,HUN,5.00462069164915,6.74434679569469,7.35881292030977,94.8836171011233
2004,YR2004,Iceland,ISL,7.80239950753543,3.15819324298464,9.09827330820367,140.064633011823
2004,YR2004,India,IND,7.92293661199932,3.76725173477515,4.9101283033462,..
2004,YR2004,Indonesia,IDN,5.03087394501685,6.06405988526521,5.13441023123413,..
2004,YR2004,"Iran, Islamic Rep.",IRN,4.33666598322418,14.7615086970672,-6.46167585687774,70.3022634002847
2004,YR2004,Iraq,IRQ,53.3855472887501,26.9619068193272,-3.44545528691039,..
2004,YR2004,Ireland,IRL,6.78813864028693,2.17854605730523,..,101.851190313454
2004,YR2004,Isle of Man,IMN,5.20000310402496,..,..,..
2004,YR2004,Israel,ISR,4.6793168869774,-0.381637771235433,..,89.8828412539024
2004,YR2004,Italy,ITA,1.4740216725119,2.20673661423657,2.80270185948656,104.635826723276
2004,YR2004,Jamaica,JAM,1.32372509977827,13.5545023696682,4.67744636881316,..
